QUOTE_UNIXTIME;QUOTE_READTIME;QUOTE_DATE;QUOTE_TIME_HOURS;UNDERLYING_LAST;EXPIRE_DATE;EXPIRE_UNIX;DTE;C_DELTA;C_GAMMA;C_VEGA;C_THETA;C_RHO;C_IV;C_VOLUME;C_LAST;C_SIZE;C_BID;C_ASK;STRIKE;P_BID;P_ASK;P_SIZE;P_LAST;P_DELTA;P_GAMMA;P_VEGA;P_THETA;P_RHO;P_IV;P_VOLUME;STRIKE_DISTANCE;STRIKE_DISTANCE_PCT;CallPutParityCriterion;C_MID;P_MID;C_BIDASKSPREAD;P_BIDASKSPREAD;YTE;calc;volume;Forward;LogMoneyness;FwdPct;LogMoneyFwdPct
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,0182;0,00049;0,16523;-0,20796;0,01021;0,23065;15;2.25; 222 x 266;0.41;0.7;2655;181.3;193.3; 1 x 25;284.63;-0,93475;0,00106;0,4618;-0,96958;-0,54697;0,31558;2;183.2;0.07;1.001320151;0.555;187.3;0.29;12;0.019917808;2468.501207;17;2468.501206;0.031631182;2854.83871;-0.031517051
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,01566;0,00046;0,14764;-0,18448;0,0084;0,23065;10;4.4; 222 x 202;0.34;0.6;2660;186.3;198.2; 1 x 25;74.43;-0,93636;0,001;0,45192;-0,96474;-0,54941;0,32059;2;188.2;0.08;1.001330827;0.47;192.25;0.26;11.9;0.019917808;2468.474887;12;2468.474887;0.032452923;2891.30435;-0.036212173
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,85917;0,00208;0,8156;-1,42028;0,33178;0,29454;1;159.15; 25 x 25;115.8;121.99;2360;10.6;11.5; 42 x 25;40.65;-0,16724;0,00204;0,91771;-1,91737;-0,09305;0,33067;1;111.8;0.05;1.001658898;118.895;11.05;6.19;0.9;0.019917808;2467.666392;2;2467.666393;-0.019374444;2484.21053;-0.022276395
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,01203;0,00034;0,1151;-0,1443;0,00657;0,2356;2;1; 218 x 218;0.25;0.44;2675;201.4;213.11; 1 x 25;170.6;-0,93959;0,00094;0,43516;-0,97998;-0,55443;0,33891;10;203.2;0.08;1.001371963;0.345;207.255;0.19;11.71;0.019917808;2468.373484;12;2468.373483;0.034912914;2907.6087;-0.036212173
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,01132;0,00035;0,10726;-0,13605;0,00617;0,23812;664;1.1; 240 x 293;0.19;0.45;2680;206.09;218; 1 x 25;87.5;-0,94286;0,00094;0,41503;-0,94044;-0,55761;0,3407;40;208.2;0.08;1.001300373;0.32;212.045;0.26;11.91;0.019917808;2468.549964;704;2468.549964;0.035692872;2913.04348;-0.036212173
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,00934;0,0003;0,09278;-0,11882;0,00533;0,2423;6;2.9; 266 x 339;0.15;0.41;2690;216.11;228.01; 1 x 25;245.58;-0,94522;0,00091;0,4052;-0,94937;-0,56026;0,3526;1;218.2;0.09;1.001315985;0.28;222.06;0.26;11.9;0.019917808;2468.511476;7;2468.511476;0.037317129;2956.04396;-0.040958608
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,00832;0,00031;0,08579;-0,10957;0,00477;0,24433;2;0.89; 218 x 218;0.15;0.36;2695;221.3;232.9; 1 x 25;73.5;-0,94488;0,00088;0,40414;-0,9645;-0,56115;0,36037;1;223.2;0.09;1.001337662;0.255;227.1;0.21;11.6;0.019917808;2468.458037;3;2468.458037;0.038133021;2961.53846;-0.040958607
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,00814;0,00022;0,0787;-0,09979;0,00393;0,24549;2;1.53; 319 x 285;0.1;0.35;2700;225.99;237.89; 1 x 25;255.37;-0,94721;0,00084;0,38932;-0,93446;-0,56411;0,36225;1;228.2;0.09;1.001287037;0.225;231.94;0.25;11.9;0.019917808;2468.582842;3;2468.582843;0.038916058;2967.03297;-0.040958608
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,00654;0,00023;0,06915;-0,09106;0,00324;0,25565;10;0.45; 218 x 304;0.11;0.3;2715;239.79;252.9; 25 x 25;80.4;-0,95749;0,00073;0,32973;-0,80163;-0,57249;0,36364;22;243.2;0.1;1.00106814;0.205;246.345;0.19;13.11;0.019917808;2469.122631;32;2469.122631;0.041227174;3016.66667;-0.045757491
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,00489;0,00017;0,05576;-0,0708;0,00293;0,25114;160;1; 320 x 218;0.05;0.25;2720;244.8;257.89; 25 x 25;135.62;-0,95826;0,00069;0,32578;-0,80467;-0,57349;0,36925;2;248.2;0.1;1.001086397;0.15;251.345;0.2;13.09;0.019917808;2469.077601;162;2469.077602;0.042034164;3022.22222;-0.04575749
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,0064;0,00017;0,07082;-0,0909;0,00396;0,24667;4;0.74; 263 x 218;0.09;0.3;2705;231.3;242.9; 1 x 25;94.41;-0,94659;0,00077;0,39545;-0,97256;-0,56406;0,37242;5;233.2;0.09;1.001354898;0.195;237.1;0.21;11.6;0.019917808;2468.415548;9;2468.415549;0.039748996;2972.52747;-0.040958607
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,0054;0,00015;0,05506;-0,07133;0,00261;0,2554;10;0.4; 281 x 218;0.06;0.25;2725;249.79;262.9; 25 x 25;131.95;-0,95855;0,00061;0,32272;-0,8076;-0,57465;0,37425;2;253.2;0.1;1.001082569;0.155;256.345;0.19;13.11;0.019917808;2469.087043;12;2469.087043;0.042830106;3027.77778;-0.045757491
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,00685;0,00024;0,06994;-0,09038;0,00378;0,25071;12;0.5; 223 x 247;0.1;0.3;2710;236.3;247.9; 1 x 25;315.34;-0,94769;0,00078;0,39183;-0,97675;-0,56572;0,37864;7;238.2;0.1;1.001350554;0.2;242.1;0.2;11.6;0.019917808;2468.426258;19;2468.426257;0.040549133;3011.11111;-0.04575749
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,00528;0,00019;0,05301;-0,07175;0,00233;0,26393;1;3.19; 231 x 296;0.05;0.25;2735;259.7;272.91; 25 x 25;328.02;-0,96023;0,00062;0,3114;-0,80048;-0,57811;0,38424;1;263.2;0.11;1.001065814;0.15;266.305;0.2;13.21;0.019917808;2469.12837;2;2469.128368;0.044413662;3073.03371;-0.050609994
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,00457;0,00013;0,04512;-0,06096;0,00228;0,26708;1;0.8; 218 x 218;0.05;0.2;2745;269.71;282.8; 25 x 25;124.73;-0,96169;0,00062;0,30116;-0,79245;-0,58094;0,39432;3;273.2;0.11;1.001052823;0.125;276.255;0.15;13.09;0.019917808;2469.16041;4;2469.160411;0.045993044;3084.26966;-0.050609993
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,00285;0,00014;0,03672;-0,05;0,0013;0,27348;1;0.45; 0 x 252;0;0.19;2760;284.7;297.79; 25 x 25;265.97;-0,96305;0,00048;0,29283;-0,79947;-0,58485;0,4108;8;288.2;0.12;1.001054348;0.095;291.245;0.19;13.09;0.019917808;2469.15665;9;2469.15665;0.048360438;3136.36364;-0.055517328
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,00349;0,0001;0,03655;-0,05014;0,00163;0,27705;1;1.5; 0 x 280;0;0.2;2765;289.71;302.8; 25 x 25;127.41;-0,96367;0,00051;0,29066;-0,80221;-0,5862;0,41558;1;293.2;0.12;1.00105425;0.1;296.255;0.2;13.09;0.019917808;2469.156892;2;2469.156891;0.04914645;3142.04545;-0.055517327
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,00313;0.00007;0,03563;-0,0509;0,00123;0,28577;10;8.1; 0 x 329;0;0.2;2775;299.7;312.8; 25 x 25;166.63;-0,96434;0,00049;0,28544;-0,8065;-0,58919;0,42685;2;303.2;0.12;1.001048649;0.1;306.25;0.2;13.1;0.019917808;2469.170707;12;2469.170707;0.050711871;3153.40909;-0.055517328
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,00281;0,0001;0,03526;-0,05039;0,00123;0,28902;5;0.4; 0 x 351;0;0.21;2780;304.71;317.8; 25 x 25;380.68;-0,96476;0,0005;0,28235;-0,8089;-0,59076;0,43186;2;308.2;0.13;1.001046763;0.105;311.255;0.21;13.09;0.019917808;2469.17536;7;2469.175359;0.051492862;3195.4023;-0.060480748
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,00259;0.00005;0,02818;-0,03956;0,00094;0,28499;5;0.55; 0 x 218;0;0.15;2785;309.71;322.8; 25 x 25;142.29;-0,96473;0,0005;0,28014;-0,8109;-0,59124;0,43699;2;313.2;0.13;1.001055655;0.075;316.255;0.15;13.09;0.019917808;2469.153425;7;2469.153426;0.052277123;3201.14943;-0.060480748
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,00283;0,0001;0,02846;-0,03925;0,0016;0,28918;4;1.45; 0 x 218;0;0.16;2790;314.7;327.8; 25 x 25;303.88;-0,96533;0,00046;0,27792;-0,81325;-0,59275;0,44269;2;318.2;0.13;1.001050179;0.08;321.25;0.16;13.1;0.019917808;2469.166932;6;2469.166933;0.053053751;3206.89655;-0.060480747
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,00192;0.00004;0,02635;-0,03935;0,00138;0,30457;7;0.24; 0 x 218;0;0.15;2810;334.69;347.8; 25 x 25;168.84;-0,96711;0,00045;0,26857;-0,82184;-0,5977;0,46409;1;338.2;0.14;1.001042705;0.075;341.245;0.15;13.11;0.019917808;2469.185369;8;2469.185368;0.056152625;3267.44186;-0.065501549
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,00192;0.00009;0,02662;-0,03998;0,00141;0,31195;8;0.23; 0 x 253;0;0.15;2820;344.7;357.8; 25 x 25;333.06;-0,96768;0,00047;0,2651;-0,82576;-0,6009;0,47382;2;348.2;0.14;1.00104078;0.075;351.25;0.15;13.1;0.019917808;2469.190116;10;2469.190116;0.057694578;3279.06977;-0.065501549
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,00208;0.00002;0,02558;-0,03945;0,00155;0,31972;5;0.3; 0 x 276;0;0.15;2830;354.7;367.79; 25 x 25;165.52;-0,96811;0,00044;0,26105;-0,82921;-0,60301;0,48498;2;358.2;0.15;1.001035336;0.075;361.245;0.15;13.09;0.019917808;2469.203545;7;2469.203545;0.059229544;3329.41176;-0.070581074
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,00174;0.00008;0,02515;-0,03963;0,00117;0,32323;2;0.45; 0 x 287;0;0.14;2835;359.69;372.8; 25 x 25;348.72;-0,96799;0,00042;0,259;-0,83143;-0,60418;0,49028;2;363.2;0.15;1.001035273;0.07;366.245;0.14;13.11;0.019917808;2469.203699;4;2469.2037;0.059996144;3335.29412;-0.070581075
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,00185;0.00003;0,02518;-0,03959;0,00103;0,32725;2;3.8; 0 x 297;0;0.15;2840;364.59;377.79; 25 x 25;174.78;-0,96946;0,00041;0,25334;-0,81871;-0,60611;0,49279;2;368.2;0.15;1.001012324;0.075;371.19;0.15;13.2;0.019917808;2469.260309;4;2469.260309;0.060751464;3341.17647;-0.070581074
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,0021;0,00011;0,02527;-0,04021;0,00141;0,33016;47;2.15; 0 x 307;0;0.14;2845;369.6;382.8; 25 x 25;210.95;-0,96915;0,00039;0,25154;-0,82134;-0,60743;0,49769;15;373.2;0.15;1.001015817;0.07;376.2;0.14;13.2;0.019917808;2469.251692;62;2469.251692;0.061516911;3347.05882;-0.070581074
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,00249;0.00009;0,02458;-0,03965;0,00093;0,33392;3;0.2; 0 x 316;0;0.15;2850;374.6;387.7; 25 x 25;215.75;-0,97047;0,00038;0,24566;-0,80893;-0,60896;0,50146;15;378.2;0.15;1.000994737;0.075;381.15;0.15;13.1;0.019917808;2469.303693;18;2469.303692;0.062270354;3352.94118;-0.070581075
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-09;1547067600;7.27;0,00242;0.00001;0,0244;-0,04008;0,00107;0,34575;2;1.95; 0 x 341;0;0.16;2865;389.59;402.7; 25 x 25;498.67;-0,97069;0,00038;0,24102;-0,81387;-0,61285;0,51653;2;393.2;0.16;1.000986038;0.08;396.145;0.16;13.11;0.019917808;2469.325151;4;2469.325152;0.064546346;3410.71429;-0.075720714
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-11;1547240400;9.27;0,0063;0,00014;0,07166;-0,07664;0,00377;0,25086;100;1.05; 250 x 311;0.1;0.29;2745;269;282.1; 25 x 25;247.39;-0,96584;0,00052;0,30713;-0,53825;-0,72959;0,34181;8;273.2;0.11;1.000770492;0.195;275.55;0.19;13.1;0.02539726;2469.856995;108;2469.856995;0.04587054;3084.26966;-0.050609993
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-11;1547240400;9.27;0,00514;0,0001;0,05696;-0,05988;0,00332;0,25087;1;0.4; 374 x 241;0.05;0.24;2755;278.99;292.1; 25 x 25;257.45;-0,96695;0,0005;0,30137;-0,54162;-0,73211;0,35144;8;283.2;0.12;1.000784029;0.145;285.545;0.19;13.11;0.02539726;2469.823587;9;2469.823587;0.047455669;3130.68182;-0.055517328
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-11;1547240400;9.27;0,00425;0,00014;0,05591;-0,06002;0,00338;0,25873;6;0.8; 292 x 310;0.05;0.25;2765;289;302.1; 25 x 25;123.75;-0,96764;0,00044;0,29624;-0,54492;-0,7355;0,36132;1;293.2;0.12;1.000781193;0.15;295.55;0.2;13.1;0.02539726;2469.830584;7;2469.830586;0.049027971;3142.04545;-0.055517327
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-11;1547240400;9.27;0,00497;0,00016;0,05529;-0,06028;0,0034;0,26212;35;0.71; 246 x 356;0.05;0.25;2770;293.89;307.09; 25 x 25;253.82;-0,96821;0,00048;0,28799;-0,53544;-0,73761;0,36424;8;298.2;0.12;1.000758123;0.15;300.49;0.2;13.2;0.02539726;2469.887522;43;2469.887521;0.049802593;3147.72727;-0.055517327
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-11;1547240400;9.27;0,00349;0.00009;0,04653;-0,0516;0,00295;0,26392;1;0.3; 241 x 241;0.05;0.2;2780;303.89;317; 25 x 25;385;-0,96985;0,00046;0,27768;-0,52713;-0,74127;0,37159;1;308.2;0.13;1.000748201;0.125;310.445;0.15;13.11;0.02539726;2469.912008;2;2469.912009;0.051363314;3195.4023;-0.060480748
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-11;1547240400;9.27;0,00294;0.00006;0,03916;-0,04329;0,00241;0,26587;341;0.25; 0 x 258;0;0.2;2790;313.91;327; 25 x 25;315.29;-0,97032;0,00042;0,27335;-0,52961;-0,74439;0,38058;1;318.2;0.13;1.000758065;0.1;320.455;0.2;13.09;0.02539726;2469.887666;342;2469.887665;0.052927002;3206.89655;-0.060480747
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-11;1547240400;9.27;0,00311;0,00011;0,03846;-0,04296;0,00165;0,26863;40;0.25; 0 x 290;0;0.21;2795;318.89;332; 25 x 25;237.15;-0,97089;0,00047;0,27134;-0,53114;-0,74629;0,38568;15;323.2;0.13;1.000751342;0.105;325.445;0.21;13.11;0.02539726;2469.904258;55;2469.904257;0.053701694;3212.64368;-0.060480748
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-11;1547240400;9.27;0,00283;0.00009;0,03769;-0,04309;0,00201;0,27613;11;0.24; 0 x 347;0;0.2;2805;328.9;342; 25 x 25;371.9;-0,97124;0,0004;0,26623;-0,5341;-0,74939;0,39503;36;333.2;0.14;1.000752228;0.1;335.45;0.2;13.1;0.02539726;2469.90207;47;2469.902071;0.055253131;3261.62791;-0.065501549
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-11;1547240400;9.27;0,00255;0.00006;0,03723;-0,043;0,00212;0,2799;50;0.4; 0 x 373;0;0.19;2810;333.9;347; 25 x 25;376.85;-0,9722;0,00035;0,26439;-0,53561;-0,75106;0,39955;36;338.2;0.14;1.000752669;0.095;340.45;0.19;13.1;0.02539726;2469.900982;86;2469.900982;0.056026777;3267.44186;-0.065501549
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-11;1547240400;9.27;0,00331;0,0001;0,03705;-0,04329;0,00156;0,28315;146;0.35; 0 x 398;0;0.2;2815;338.89;351.99; 25 x 25;253.45;-0,97163;0,00039;0,26204;-0,53706;-0,75208;0,40419;2;343.2;0.14;1.000746004;0.1;345.44;0.2;13.1;0.02539726;2469.917433;148;2469.917432;0.056795964;3273.25581;-0.065501548
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-11;1547240400;9.27;0,00256;0.00004;0,03672;-0,04302;0,0022;0,28619;12;0.4; 0 x 421;0;0.2;2820;343.91;357; 25 x 25;73.15;-0,97211;0,0004;0,2603;-0,53867;-0,7543;0,40809;1;348.2;0.14;1.00075;0.1;350.455;0.2;13.09;0.02539726;2469.907569;13;2469.907569;0.057568407;3279.06977;-0.065501549
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-11;1547240400;9.27;0,00221;0.00006;0,0282;-0,03384;0,00156;0,28905;2;0.72; 0 x 241;0;0.15;2835;358.9;372; 25 x 25;352.89;-0,97358;0,00036;0,25333;-0,54187;-0,75876;0,4222;1;363.2;0.15;1.000753086;0.075;365.45;0.15;13.1;0.02539726;2469.899952;3;2469.899953;0.059873701;3335.29412;-0.070581075
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-11;1547240400;9.27;0,0017;0.00008;0,02875;-0,03346;0,00185;0,29172;2;0.69; 0 x 241;0;0.15;2840;363.9;377; 25 x 25;415.65;-0,97292;0,00036;0,25138;-0,54372;-0,76005;0,42674;1;368.2;0.15;1.000751761;0.075;370.45;0.15;13.1;0.02539726;2469.903224;3;2469.903223;0.060638403;3341.17647;-0.070581074
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-11;1547240400;9.27;0,00175;0.00006;0,02824;-0,0335;0,00136;0,29533;11;0.15; 0 x 241;0;0.15;2845;368.9;382; 25 x 25;483.22;-0,97331;0,00034;0,25032;-0,54422;-0,76173;0,43116;1;373.2;0.15;1.000750439;0.075;375.45;0.15;13.1;0.02539726;2469.906485;12;2469.906486;0.06140176;3347.05882;-0.070581074
